file_path,class_name,file_npm,extract_npm,file_loc,extract_loc,extract_loc_with_c,lo_comment
org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,ChangeLogParser,3,3,381,174,262,88
org.apache.tools.ant.dispatch.Dispatchable,Dispatchable,1,0,1,5,31,26
org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,CvsTagDiff,8,7,623,282,457,175
org.apache.tools.bzip2.CBZip2OutputStream,CBZip2OutputStream,8,6,4541,1758,2106,348
org.apache.tools.ant.taskdefs.condition.Os,Os,12,10,400,148,312,164
org.apache.tools.ant.util.ScriptRunnerHelper,ScriptRunnerHelper,13,12,165,105,191,86
org.apache.tools.ant.taskdefs.Exit,Exit,8,8,282,123,217,94
org.apache.tools.ant.util.MergingMapper,MergingMapper,4,3,24,18,58,40
org.apache.tools.ant.taskdefs.MacroDef,MacroDef,16,49,573,509,821,312
org.apache.tools.ant.taskdefs.TempFile,TempFile,8,7,90,62,144,82
org.apache.tools.ant.taskdefs.MakeUrl,MakeUrl,8,7,372,168,297,129
org.apache.tools.ant.taskdefs.optional.sos.SOSCmd,SOSCmd,0,0,26,31,80,49
org.apache.tools.ant.taskdefs.condition.IsReachable,IsReachable,5,4,278,112,207,95
org.apache.tools.ant.taskdefs.DefaultExcludes,DefaultExcludes,6,5,131,63,115,52
org.apache.tools.ant.filters.StripLineBreaks,StripLineBreaks,5,3,107,71,153,82
org.apache.tools.ant.taskdefs.Transform,Transform,1,0,4,5,30,25
org.apache.tools.ant.DefaultLogger,DefaultLogger,12,11,356,177,332,155
org.apache.tools.ant.util.ClasspathUtils,ClasspathUtils,10,24,261,219,499,280
org.apache.tools.ant.types.resources.Sort,Sort,2,7,75,109,147,38
org.apache.tools.ant.taskdefs.Copydir,Copydir,7,6,274,109,163,54
org.apache.tools.ant.types.PatternSet,PatternSet,17,22,625,341,512,171
org.apache.tools.ant.types.Environment,Environment,4,11,51,81,176,95
org.apache.tools.ant.helper.ProjectHelperImpl,ProjectHelperImpl,2,21,315,546,1036,490
org.apache.tools.ant.taskdefs.Expand,Expand,11,10,631,281,394,113
org.apache.tools.ant.types.selectors.BaseSelectorContainer,BaseSelectorContainer,28,27,204,154,313,159
org.apache.tools.ant.taskdefs.optional.javah.JavahAdapter,JavahAdapter,1,0,1,9,38,29
org.apache.tools.ant.types.selectors.PresentSelector,PresentSelector,7,7,198,101,181,80
org.apache.tools.ant.input.MultipleChoiceInputRequest,MultipleChoiceInputRequest,3,2,44,24,57,33
org.apache.tools.ant.taskdefs.EchoXML,EchoXML,4,3,85,53,93,40
org.apache.tools.mail.MailMessage,MailMessage,13,12,615,328,525,197
org.apache.tools.ant.taskdefs.optional.depend.constantpool.DoubleCPInfo,DoubleCPInfo,3,2,25,20,58,38
org.apache.tools.ant.taskdefs.condition.Socket,Socket,4,3,85,47,86,39
org.apache.tools.ant.ExitStatusException,ExitStatusException,4,1,29,25,67,42
org.apache.tools.ant.Target,Target,24,22,528,228,458,230
org.apache.tools.ant.types.resources.comparators.Name,Name,1,5,11,35,77,42
org.apache.tools.ant.taskdefs.condition.Contains,Contains,5,4,64,33,76,43
org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirror,JUnitTaskMirror,3,0,3,60,188,128
org.apache.tools.ant.ProjectComponent,ProjectComponent,10,9,75,59,170,111
org.apache.tools.ant.filters.StripLineComments,StripLineComments,5,5,172,110,223,113
org.apache.tools.ant.taskdefs.optional.dotnet.CSharp,CSharp,15,14,249,171,399,228
org.apache.tools.ant.types.ResourceFactory,ResourceFactory,1,0,1,6,38,32
org.apache.tools.ant.DynamicConfiguratorNS,DynamicConfiguratorNS,0,0,0,5,27,22
org.apache.tools.ant.types.TimeComparison,TimeComparison,7,5,136,58,122,64
org.apache.tools.ant.taskdefs.optional.vss.MSVSSCREATE,MSVSSCREATE,4,3,71,40,91,51
org.apache.tools.tar.TarBuffer,TarBuffer,17,11,620,302,461,159
org.apache.tools.ant.types.selectors.NotSelector,NotSelector,4,2,44,33,73,40
org.apache.tools.ant.util.depend.bcel.AncestorAnalyzer,AncestorAnalyzer,1,0,202,92,138,46
org.apache.tools.ant.taskdefs.DependSet,DependSet,8,10,304,157,246,89
org.apache.tools.ant.taskdefs.optional.dotnet.Ilasm,Ilasm,20,20,376,272,540,268
org.apache.tools.ant.types.selectors.DependSelector,DependSelector,3,2,76,40,78,38
org.apache.tools.ant.types.resources.TarResource,TarResource,9,6,265,129,194,65
org.apache.tools.ant.taskdefs.optional.perforce.P4Submit,P4Submit,5,5,56,74,154,80
org.apache.tools.ant.types.Parameterizable,Parameterizable,1,0,1,5,31,26
org.apache.tools.ant.taskdefs.Copy,Copy,27,27,1828,705,1015,310
org.apache.tools.ant.util.WeakishReference,WeakishReference,2,2,22,33,91,58
org.apache.tools.ant.taskdefs.CVSPass,CVSPass,5,4,1254,118,171,53
org.apache.tools.ant.types.LogLevel,LogLevel,3,2,101,48,87,39
org.apache.tools.ant.taskdefs.optional.dotnet.WsdlToDotnet,WsdlToDotnet,15,29,322,322,595,273
org.apache.tools.ant.types.PropertySet,PropertySet,20,28,610,325,506,181
org.apache.tools.ant.taskdefs.optional.j2ee.ServerDeploy,ServerDeploy,9,8,75,61,152,91
org.apache.tools.ant.util.CollectionUtils,CollectionUtils,7,15,105,123,204,81
org.apache.tools.ant.Project,Project,103,103,2384,1093,2390,1297
org.apache.tools.ant.taskdefs.optional.jsp.JspNameMangler,JspNameMangler,3,2,373,95,159,64
org.apache.tools.ant.taskdefs.Replace,Replace,16,25,788,537,831,294
org.apache.tools.ant.taskdefs.optional.clearcase.CCMkdir,CCMkdir,8,7,178,105,237,132
org.apache.tools.zip.UnrecognizedExtraField,UnrecognizedExtraField,10,9,76,55,137,82
org.apache.tools.ant.taskdefs.optional.SchemaValidate,SchemaValidate,9,20,345,324,526,202
org.apache.tools.ant.types.Path,Path,28,31,1021,437,717,280
org.apache.tools.ant.taskdefs.optional.clearcase.CCMkelem,CCMkelem,18,17,307,185,424,239
org.apache.tools.ant.types.RegularExpression,RegularExpression,5,4,110,62,141,79
org.apache.tools.ant.types.resources.FailFast,FailFast,3,3,156,87,133,46
org.apache.tools.ant.taskdefs.CopyPath,CopyPath,9,8,260,124,206,82
org.apache.tools.ant.taskdefs.compilers.Jvc,Jvc,2,1,149,76,115,39
org.apache.tools.ant.types.resolver.ApacheCatalogResolver,ApacheCatalogResolver,5,4,123,81,177,96
org.apache.tools.ant.taskdefs.optional.extension.Specification,Specification,13,11,703,364,604,240
org.apache.tools.ant.taskdefs.optional.script.ScriptDefBase,ScriptDefBase,7,6,152,72,131,59
org.apache.tools.ant.taskdefs.optional.clearcase.CCUpdate,CCUpdate,14,13,234,142,331,189
org.apache.tools.ant.taskdefs.optional.depend.Depend,Depend,12,11,1542,639,880,241
org.apache.tools.ant.taskdefs.optional.perforce.P4Base,P4Base,13,12,312,151,304,153
org.apache.tools.tar.TarOutputStream,TarOutputStream,14,11,469,203,355,152
org.apache.tools.ant.types.resources.Resources,Resources,6,16,240,180,235,55
org.apache.tools.ant.taskdefs.optional.ssh.ScpFromMessage,ScpFromMessage,5,1,404,184,245,61
org.apache.tools.ant.taskdefs.optional.junit.JUnitResultFormatter,JUnitResultFormatter,5,0,5,19,63,44
org.apache.tools.ant.taskdefs.Ear,Ear,4,3,147,81,150,69
org.apache.tools.ant.util.Tokenizer,Tokenizer,2,0,2,10,44,34
org.apache.tools.ant.taskdefs.Rmic,Rmic,44,44,837,425,743,318
org.apache.tools.ant.input.DefaultInputHandler,DefaultInputHandler,2,1,152,79,124,45
org.apache.tools.ant.util.RegexpPatternMapper,RegexpPatternMapper,6,5,186,82,150,68
org.apache.tools.ant.taskdefs.optional.ccm.CCMCheckinDefault,CCMCheckinDefault,1,0,11,14,38,24
org.apache.tools.ant.taskdefs.condition.Condition,Condition,1,0,1,9,35,26
org.apache.tools.ant.taskdefs.optional.unix.Chgrp,Chgrp,3,2,52,33,84,51
org.apache.tools.ant.taskdefs.XSLTLiaison2,XSLTLiaison2,1,0,1,6,33,27
org.apache.tools.ant.taskdefs.XSLTLiaison3,XSLTLiaison3,1,0,1,7,35,28
org.apache.tools.ant.taskdefs.rmic.RmicAdapter,RmicAdapter,4,0,4,19,67,48
org.apache.tools.ant.util.java15.ProxyDiagnostics,ProxyDiagnostics,3,1,121,72,111,39
org.apache.tools.ant.taskdefs.condition.Xor,Xor,2,1,25,19,48,29
org.apache.tools.ant.util.FlatFileNameMapper,FlatFileNameMapper,4,3,20,15,54,39
org.apache.tools.ant.filters.util.JavaClassHelper,JavaClassHelper,2,1,89,38,69,31
org.apache.tools.ant.taskdefs.optional.ejb.InnerClassFilenameFilter,InnerClassFilenameFilter,1,1,47,24,54,30
org.apache.tools.ant.types.resources.selectors.Compare,Compare,6,5,167,98,147,49
org.apache.tools.ant.taskdefs.optional.depend.constantpool.FloatCPInfo,FloatCPInfo,3,2,25,21,56,35
org.apache.tools.ant.util.FileNameMapper,FileNameMapper,3,0,3,11,60,49
org.apache.tools.ant.taskdefs.optional.perforce.P4Counter,P4Counter,5,5,134,72,151,79
org.apache.tools.ant.types.resources.ImmutableResourceException,ImmutableResourceException,2,0,9,16,45,29
org.apache.tools.ant.taskdefs.optional.ejb.BorlandGenerateClient,BorlandGenerateClient,10,9,468,209,312,103
org.apache.tools.ant.util.optional.NoExitSecurityManager,NoExitSecurityManager,3,2,12,14,50,36
org.apache.tools.ant.filters.util.ChainReaderHelper,ChainReaderHelper,8,7,353,163,237,74
org.apache.tools.ant.taskdefs.ManifestException,ManifestException,1,0,5,8,34,26
org.apache.tools.ant.taskdefs.ExecuteWatchdog,ExecuteWatchdog,8,6,141,86,177,91
org.apache.tools.ant.util.TeeOutputStream,TeeOutputStream,6,5,70,44,95,51
org.apache.tools.ant.taskdefs.optional.perforce.P4Handler,P4Handler,2,0,2,12,43,31
org.apache.tools.ant.taskdefs.optional.clearcase.CCMkattr,CCMkattr,16,15,333,201,425,224
org.apache.tools.ant.util.regexp.RegexpFactory,RegexpFactory,3,2,119,67,115,48
org.apache.tools.ant.taskdefs.optional.extension.LibFileSet,LibFileSet,4,3,34,36,117,81
org.apache.tools.ant.taskdefs.optional.extension.Compatibility,Compatibility,1,1,12,13,57,44
org.apache.tools.ant.types.resources.StringResource,StringResource,14,13,185,120,216,96
org.apache.tools.ant.filters.TokenFilter,TokenFilter,19,38,319,424,721,297
org.apache.tools.ant.util.OutputStreamFunneler,OutputStreamFunneler,4,7,146,119,176,57
org.apache.tools.ant.taskdefs.SubAnt,SubAnt,27,25,778,360,607,247
org.apache.tools.ant.types.optional.depend.DependScanner,DependScanner,15,14,202,116,213,97
org.apache.tools.ant.launch.AntMain,AntMain,1,0,1,9,42,33
org.apache.tools.ant.taskdefs.Ant,Ant,19,21,1139,503,783,280
org.apache.tools.ant.util.ReflectWrapper,ReflectWrapper,6,4,58,43,99,56
org.apache.tools.ant.types.selectors.SelectorScanner,SelectorScanner,3,0,3,11,49,38
org.apache.tools.ant.util.DateUtils,DateUtils,8,8,314,129,271,142
org.apache.tools.ant.types.FilterChain,FilterChain,25,24,189,144,299,155
org.apache.tools.ant.launch.LaunchException,LaunchException,1,0,5,9,37,28
org.apache.tools.ant.taskdefs.optional.native2ascii.Native2AsciiAdapter,Native2AsciiAdapter,1,0,1,10,42,32
org.apache.tools.ant.input.GreedyInputHandler,GreedyInputHandler,2,1,80,49,81,32
org.apache.tools.ant.types.optional.ScriptMapper,ScriptMapper,6,5,55,42,93,51
org.apache.tools.ant.types.resolver.ApacheCatalog,ApacheCatalog,3,2,96,56,121,65
org.apache.tools.ant.taskdefs.StreamPumper,StreamPumper,8,6,182,100,178,78
org.apache.tools.ant.taskdefs.optional.perforce.P4Edit,P4Edit,3,2,55,25,73,48
org.apache.tools.ant.taskdefs.optional.vss.MSVSSCHECKIN,MSVSSCHECKIN,6,5,92,51,114,63
org.apache.tools.ant.DynamicElementNS,DynamicElementNS,1,0,1,6,37,31
org.apache.tools.ant.taskdefs.JDBCTask,JDBCTask,20,21,526,301,472,171
org.apache.tools.ant.taskdefs.email.EmailTask,EmailTask,32,32,941,350,580,230
org.apache.tools.ant.taskdefs.Execute,Execute,25,34,1095,746,1230,484
org.apache.tools.ant.taskdefs.optional.XMLValidateTask,XMLValidateTask,16,28,796,452,745,293
org.apache.tools.ant.types.optional.depend.ClassfileSet,ClassfileSet,6,7,163,79,163,84
org.apache.tools.ant.util.KeepAliveOutputStream,KeepAliveOutputStream,2,1,7,15,56,41
org.apache.tools.ant.taskdefs.optional.jlink.JlinkTask,JlinkTask,8,7,217,106,182,76
org.apache.tools.ant.XmlLogger,XmlLogger,12,12,682,320,484,164
org.apache.tools.ant.taskdefs.optional.junit.XMLConstants,XMLConstants,0,0,22,47,138,91
org.apache.tools.ant.filters.StringInputStream,StringInputStream,2,0,17,17,49,32
org.apache.tools.ant.taskdefs.rmic.DefaultRmicAdapter,DefaultRmicAdapter,5,7,390,281,427,146
org.apache.tools.ant.taskdefs.Dirname,Dirname,4,3,48,34,83,49
org.apache.tools.ant.taskdefs.optional.perforce.P4Fstat,P4Fstat,6,5,323,127,198,71
org.apache.tools.ant.taskdefs.optional.vss.MSVSSCHECKOUT,MSVSSCHECKOUT,10,9,122,69,165,96
org.apache.tools.ant.taskdefs.optional.extension.LibraryDisplayer,LibraryDisplayer,0,0,211,94,149,55
org.apache.tools.ant.types.TarScanner,TarScanner,1,0,108,53,91,38
org.apache.tools.ant.filters.ConcatFilter,ConcatFilter,8,6,217,110,215,105
org.apache.tools.ant.taskdefs.ImportTask,ImportTask,4,3,178,89,153,64
org.apache.tools.ant.taskdefs.optional.perforce.P4Resolve,P4Resolve,12,11,298,106,187,81
org.apache.tools.ant.taskdefs.SendEmail,SendEmail,2,1,10,10,45,35
org.apache.tools.ant.taskdefs.Delete,Delete,40,39,1100,489,736,247
org.apache.tools.ant.util.StringTokenizer,StringTokenizer,7,6,194,96,152,56
org.apache.tools.ant.taskdefs.Input,Input,8,14,190,158,256,98
org.apache.tools.ant.taskdefs.optional.sos.SOS,SOS,13,12,534,257,476,219
org.apache.tools.ant.taskdefs.optional.dotnet.DotnetDefine,DotnetDefine,7,6,72,50,102,52
org.apache.tools.ant.taskdefs.optional.ccm.CCMCheckin,CCMCheckin,1,0,18,15,39,24
org.apache.tools.ant.SubBuildListener,SubBuildListener,2,0,2,9,58,49
org.apache.tools.ant.taskdefs.XmlProperty,XmlProperty,15,14,1020,440,791,351
org.apache.tools.ant.types.resources.GZipResource,GZipResource,2,0,24,29,75,46
org.apache.tools.ant.Main,Main,5,3,2117,721,1043,322
org.apache.tools.ant.filters.LineContainsRegExp,LineContainsRegExp,7,5,221,111,222,111
org.apache.tools.ant.taskdefs.optional.junit.JUnitTask,JUnitTask,36,39,2328,1093,1792,699
org.apache.tools.ant.types.FileSet,FileSet,5,4,67,45,94,49
org.apache.tools.ant.taskdefs.condition.ResourcesMatch,ResourcesMatch,4,3,100,54,93,39
org.apache.tools.ant.taskdefs.ConditionTask,ConditionTask,5,4,148,58,115,57
org.apache.tools.ant.taskdefs.Java,Java,43,38,1152,539,939,400
org.apache.tools.ant.util.depend.DependencyAnalyzer,DependencyAnalyzer,10,0,10,30,129,99
org.apache.tools.ant.taskdefs.optional.sos.SOSCheckout,SOSCheckout,3,2,68,34,85,51
org.apache.tools.ant.types.optional.ScriptCondition,ScriptCondition,4,3,26,24,69,45
org.apache.tools.ant.util.FileTokenizer,FileTokenizer,3,2,11,16,47,31
org.apache.tools.ant.taskdefs.Copyfile,Copyfile,6,5,135,67,115,48
org.apache.tools.ant.taskdefs.optional.ssh.ScpFromMessageBySftp,ScpFromMessageBySftp,3,1,298,127,169,42
org.apache.tools.ant.TaskAdapter,TaskAdapter,6,5,261,84,161,77
org.apache.tools.ant.taskdefs.AntStructure,AntStructure,4,7,182,348,469,121
org.apache.tools.ant.taskdefs.cvslib.CVSEntry,CVSEntry,9,8,88,50,112,62
org.apache.tools.ant.NoBannerLogger,NoBannerLogger,4,3,57,36,88,52
org.apache.tools.ant.taskdefs.Antlib,Antlib,4,3,212,102,165,63
org.apache.tools.ant.types.resources.selectors.InstanceOf,InstanceOf,9,8,123,75,130,55
org.apache.tools.ant.taskdefs.optional.jsp.WLJspc,WLJspc,7,6,586,195,328,133
org.apache.tools.ant.MagicNames,MagicNames,0,0,26,52,169,117
org.apache.tools.ant.types.RedirectorElement,RedirectorElement,24,23,860,417,607,190
org.apache.tools.ant.taskdefs.compilers.Kjc,Kjc,2,1,145,81,119,38
org.apache.tools.ant.types.resources.selectors.None,None,3,1,33,25,58,33
org.apache.tools.ant.taskdefs.Classloader,Classloader,10,9,260,135,241,106
org.apache.tools.ant.taskdefs.optional.ejb.WeblogicTOPLinkDeploymentTool,WeblogicTOPLinkDeploymentTool,4,3,98,61,112,51
org.apache.tools.ant.DynamicConfigurator,DynamicConfigurator,0,0,0,7,29,22
org.apache.tools.ant.taskdefs.optional.j2ee.JonasHotDeploymentTool,JonasHotDeploymentTool,7,6,345,142,251,109
org.apache.tools.ant.taskdefs.optional.clearcase.CCUnCheckout,CCUnCheckout,4,3,109,61,141,80
org.apache.tools.ant.taskdefs.optional.vss.MSVSSHISTORY,MSVSSHISTORY,11,11,173,94,199,105
org.apache.tools.ant.DynamicAttributeNS,DynamicAttributeNS,1,0,1,9,41,32
org.apache.tools.ant.taskdefs.Tar,Tar,10,21,1224,608,952,344
org.apache.tools.ant.taskdefs.rmic.WLRmic,WLRmic,4,3,130,65,109,44
org.apache.tools.ant.taskdefs.SignJar,SignJar,15,14,455,270,500,230
org.apache.tools.ant.taskdefs.Definer,Definer,16,20,800,429,640,211
org.apache.tools.ant.taskdefs.optional.extension.JarLibResolveTask,JarLibResolveTask,9,8,369,171,285,114
org.apache.tools.ant.taskdefs.compilers.AptExternalCompilerAdapter,AptExternalCompilerAdapter,2,1,50,35,71,36
org.apache.tools.ant.taskdefs.optional.jsp.compilers.DefaultJspCompilerAdapter,DefaultJspCompilerAdapter,5,4,129,84,152,68
org.apache.tools.ant.types.ResourceLocation,ResourceLocation,7,6,43,38,106,68
org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector,ModifiedSelector,36,38,1031,530,958,428
org.apache.tools.ant.taskdefs.optional.depend.AntAnalyzer,AntAnalyzer,1,0,241,108,151,43
org.apache.tools.ant.taskdefs.condition.ConditionBase,ConditionBase,21,21,198,132,306,174
org.apache.tools.ant.taskdefs.optional.perforce.P4Integrate,P4Integrate,26,25,399,155,318,163
org.apache.tools.ant.util.ReflectUtil,ReflectUtil,5,5,125,78,139,61
org.apache.tools.ant.taskdefs.optional.ccm.CCMCreateTask,CCMCreateTask,19,18,377,199,334,135
org.apache.tools.ant.taskdefs.Get,Get,10,15,493,265,440,175
org.apache.tools.ant.util.RetryHandler,RetryHandler,2,1,74,39,74,35
org.apache.tools.ant.types.mappers.FilterMapper,FilterMapper,4,3,74,49,85,36
org.apache.tools.zip.ZipFile,ZipFile,10,8,598,335,568,233
org.apache.tools.ant.taskdefs.compilers.CompilerAdapterFactory,CompilerAdapterFactory,1,1,221,111,176,65
org.apache.tools.ant.util.LazyHashtable,LazyHashtable,8,7,60,55,120,65
org.apache.tools.ant.types.selectors.DateSelector,DateSelector,13,12,377,161,262,101
org.apache.tools.ant.taskdefs.optional.script.ScriptDef,ScriptDef,14,17,492,237,386,149
org.apache.tools.ant.taskdefs.condition.IsFileSelected,IsFileSelected,5,4,72,44,80,36
org.apache.tools.ant.taskdefs.ExecuteOn,ExecuteOn,20,18,1270,497,742,245
org.apache.tools.ant.taskdefs.PathConvert,PathConvert,15,18,507,275,487,212
org.apache.tools.tar.TarEntry,TarEntry,34,30,776,358,638,280
org.apache.tools.ant.taskdefs.optional.jsp.Jasper41Mangler,Jasper41Mangler,3,2,127,52,92,40
org.apache.tools.ant.taskdefs.optional.depend.constantpool.MethodRefCPInfo,MethodRefCPInfo,7,6,108,68,133,65
org.apache.tools.ant.taskdefs.Echo,Echo,8,7,141,75,149,74
org.apache.tools.ant.util.DOMUtils,DOMUtils,7,6,66,46,168,122
org.apache.tools.ant.helper.DefaultExecutor,DefaultExecutor,3,2,45,35,60,25
org.apache.tools.ant.taskdefs.optional.extension.Compatability,Compatability,1,1,12,13,57,44
org.apache.tools.ant.util.Watchdog,Watchdog,6,5,112,62,126,64
org.apache.tools.ant.taskdefs.optional.vss.MSVSSGET,MSVSSGET,11,10,130,73,172,99
org.apache.tools.ant.taskdefs.DiagnosticsTask,DiagnosticsTask,2,1,14,17,43,26
org.apache.tools.ant.util.DeweyDecimal,DeweyDecimal,10,8,298,121,212,91
org.apache.tools.ant.types.Commandline,Commandline,27,32,644,350,620,270
org.apache.tools.ant.UnsupportedElementException,UnsupportedElementException,2,1,13,15,56,41
org.apache.tools.ant.taskdefs.optional.ccm.CCMReconfigure,CCMReconfigure,8,7,120,91,159,68
org.apache.tools.ant.Executor,Executor,2,0,2,11,42,31
org.apache.tools.ant.taskdefs.Recorder,Recorder,17,17,206,150,313,163
org.apache.tools.ant.types.selectors.AbstractSelectorContainer,AbstractSelectorContainer,27,26,191,141,288,147
org.apache.tools.ant.types.resources.Tokens,Tokens,3,2,146,86,128,42
org.apache.tools.ant.taskdefs.compilers.Javac13,Javac13,2,1,66,36,69,33
org.apache.tools.ant.taskdefs.compilers.Javac12,Javac12,2,1,163,57,89,32
org.apache.tools.ant.taskdefs.optional.perforce.P4Revert,P4Revert,4,3,81,37,85,48
org.apache.tools.ant.filters.HeadFilter,HeadFilter,6,4,251,115,214,99
org.apache.tools.ant.taskdefs.optional.junit.JUnitTestRunner,JUnitTestRunner,24,34,1561,745,1036,291
org.apache.tools.ant.dispatch.DispatchTask,DispatchTask,4,4,17,19,59,40
org.apache.tools.ant.types.resources.PropertyResource,PropertyResource,9,8,134,79,148,69
org.apache.tools.ant.taskdefs.Jar,Jar,13,14,1413,647,985,338
org.apache.tools.ant.taskdefs.optional.jsp.JspC,JspC,36,37,707,395,692,297
org.apache.tools.zip.ZipLong,ZipLong,10,7,154,59,134,75
org.apache.tools.ant.util.depend.AbstractAnalyzer,AbstractAnalyzer,10,10,254,139,284,145
org.apache.tools.ant.util.ReaderInputStream,ReaderInputStream,9,7,246,128,205,77
org.apache.tools.ant.types.selectors.ContainsSelector,ContainsSelector,9,8,266,129,207,78
org.apache.tools.ant.taskdefs.GenerateKey,GenerateKey,14,21,378,275,419,144
org.apache.tools.ant.types.resources.BaseResourceCollectionContainer,BaseResourceCollectionContainer,11,9,310,166,249,83
org.apache.tools.ant.taskdefs.Typedef,Typedef,1,0,4,7,46,39
org.apache.tools.ant.helper.SingleCheckExecutor,SingleCheckExecutor,3,2,17,22,47,25
org.apache.tools.ant.types.Resource,Resource,27,25,471,222,423,201
org.apache.tools.ant.taskdefs.optional.perforce.P4Add,P4Add,5,4,195,73,142,69
org.apache.tools.ant.taskdefs.optional.PropertyFile,PropertyFile,5,17,214,414,666,252
org.apache.tools.ant.types.Description,Description,3,2,144,77,122,45
org.apache.tools.ant.types.FlexInteger,FlexInteger,3,2,19,18,54,36
org.apache.tools.ant.taskdefs.Filter,Filter,5,4,94,52,100,48
org.apache.tools.ant.taskdefs.AbstractCvsTask,AbstractCvsTask,33,32,898,473,802,329
org.apache.tools.ant.taskdefs.optional.extension.ExtensionUtil,ExtensionUtil,0,0,264,144,215,71
org.apache.tools.ant.taskdefs.optional.unix.Chown,Chown,3,2,52,33,84,51
org.apache.tools.ant.BuildException,BuildException,15,8,153,88,209,121
org.apache.tools.ant.taskdefs.Sync,Sync,12,14,549,273,472,199
org.apache.tools.ant.taskdefs.optional.depend.ClassFileUtils,ClassFileUtils,3,2,19,13,51,38
org.apache.tools.ant.types.EnumeratedAttribute,EnumeratedAttribute,8,8,130,72,153,81
org.apache.tools.ant.taskdefs.optional.jsp.compilers.JasperC,JasperC,3,2,280,126,181,55
org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbcTask,IPlanetEjbcTask,10,9,386,168,319,151
org.apache.tools.ant.taskdefs.optional.javacc.JavaCC,JavaCC,27,26,822,367,556,189
org.apache.tools.ant.util.ConcatResourceInputStream,ConcatResourceInputStream,7,6,156,93,147,54
org.apache.tools.ant.types.selectors.modifiedselector.EqualComparator,EqualComparator,3,2,24,23,58,35
org.apache.tools.ant.taskdefs.condition.IsFalse,IsFalse,3,2,34,22,55,33
org.apache.tools.ant.taskdefs.RecorderEntry,RecorderEntry,17,17,460,214,356,142
org.apache.tools.ant.dispatch.DispatchUtils,DispatchUtils,2,0,265,98,123,25
org.apache.tools.ant.util.regexp.Regexp,Regexp,1,0,3,13,50,37
org.apache.tools.ant.taskdefs.optional.sos.SOSLabel,SOSLabel,4,3,81,41,91,50
org.apache.tools.ant.taskdefs.Manifest,Manifest,16,41,616,677,1075,398
org.apache.tools.ant.taskdefs.optional.ejb.EjbJar,EjbJar,26,27,503,308,628,320
org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask,JDependTask,28,26,977,445,679,234
org.apache.tools.bzip2.CBZip2InputStream,CBZip2InputStream,4,3,2106,854,976,122
org.apache.tools.ant.taskdefs.compilers.JavacExternal,JavacExternal,2,1,116,56,92,36
org.apache.tools.ant.taskdefs.optional.ANTLR,ANTLR,18,16,671,291,436,145
org.apache.tools.ant.taskdefs.optional.ejb.BorlandDeploymentTool,BorlandDeploymentTool,14,13,877,366,557,191
org.apache.tools.ant.listener.MailLogger,MailLogger,2,1,487,186,283,97
org.apache.tools.ant.taskdefs.optional.clearcase.CCMklabel,CCMklabel,16,15,302,187,402,215
org.apache.tools.ant.util.UUEncoder,UUEncoder,2,1,202,86,143,57
org.apache.tools.ant.taskdefs.ExecuteJava,ExecuteJava,13,12,552,231,330,99
org.apache.tools.ant.taskdefs.condition.ParserSupports,ParserSupports,7,6,165,95,151,56
org.apache.tools.ant.taskdefs.optional.sos.SOSCheckin,SOSCheckin,4,3,87,42,101,59
org.apache.tools.ant.types.selectors.modifiedselector.Algorithm,Algorithm,2,0,2,13,48,35
org.apache.tools.ant.util.depend.bcel.DependencyVisitor,DependencyVisitor,9,8,203,97,188,91
org.apache.tools.ant.taskdefs.KeySubst,KeySubst,8,7,281,129,199,70
org.apache.tools.ant.types.FilterSet,FilterSet,19,24,811,384,615,231
org.apache.tools.ant.taskdefs.optional.depend.constantpool.NameAndTypeCPInfo,NameAndTypeCPInfo,6,5,84,50,112,62
org.apache.tools.ant.types.selectors.modifiedselector.ChecksumAlgorithm,ChecksumAlgorithm,6,5,135,83,149,66
org.apache.tools.ant.taskdefs.XSLTLogger,XSLTLogger,1,0,1,6,31,25
org.apache.tools.ant.input.PropertyFileInputHandler,PropertyFileInputHandler,2,1,101,52,91,39
org.apache.tools.ant.types.DTDLocation,DTDLocation,1,0,4,4,33,29
org.apache.tools.ant.taskdefs.optional.perforce.P4Sync,P4Sync,4,3,108,46,107,61
org.apache.tools.ant.taskdefs.Deltree,Deltree,3,2,147,69,111,42
org.apache.tools.ant.taskdefs.rmic.KaffeRmic,KaffeRmic,3,2,137,63,104,41
org.apache.tools.ant.input.InputRequest,InputRequest,7,6,42,41,93,52
org.apache.tools.ant.UnsupportedAttributeException,UnsupportedAttributeException,2,1,13,16,48,32
org.apache.tools.ant.taskdefs.Touch,Touch,13,16,515,244,369,125
org.apache.tools.ant.types.selectors.SignedSelector,SignedSelector,3,2,35,22,58,36
org.apache.tools.ant.filters.PrefixLines,PrefixLines,5,3,150,82,163,81
org.apache.tools.ant.taskdefs.optional.splash.SplashTask,SplashTask,9,8,380,177,247,70
org.apache.tools.ant.taskdefs.Patch,Patch,11,10,247,112,187,75
